No.                	Time               	Voltage[ V ]       	Current[ mA ]      	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ $ ]          
1                  	2021-02-08 20:27:13	212.9000           	14.7400            	1.7420             	3.1381             	2.6105             	0.5550             	59.9800            	0.0000             	0.0000             	0.0000             
2                  	2021-02-08 20:27:14	213.0000           	14.8200            	1.7540             	3.1567             	2.6259             	0.5550             	59.9800            	0.0000             	0.0000             	0.0000             
3                  	2021-02-08 20:27:15	213.0000           	14.7200            	1.7410             	3.1354             	2.6082             	0.5550             	59.9800            	0.0000             	0.0000             	0.0000             
4                  	2021-02-08 20:27:16	213.0000           	20.4400            	2.5170             	4.3537             	3.5559             	0.5770             	59.9800            	0.0000             	0.0000             	0.0000             
5                  	2021-02-08 20:27:17	213.1000           	14.6900            	1.7420             	3.1304             	2.6020             	0.5560             	59.9800            	0.0000             	0.0000             	0.0000             
6                  	2021-02-08 20:27:18	213.1000           	14.7100            	1.7460             	3.1347             	2.6034             	0.5570             	59.9800            	0.0000             	0.0000             	0.0000             
7                  	2021-02-08 20:27:19	213.2000           	14.7200            	1.7440             	3.1383             	2.6106             	0.5550             	59.9800            	0.0000             	0.0000             	0.0000             
8                  	2021-02-08 20:27:21	213.1000           	14.6700            	1.7400             	3.1262             	2.5984             	0.5560             	59.9800            	0.0000             	0.0000             	0.0000             
9                  	2021-02-08 20:27:22	213.2000           	14.6800            	1.7360             	3.1298             	2.6056             	0.5540             	59.9800            	0.0000             	0.0000             	0.0000             
10                 	2021-02-08 20:27:23	213.2000           	14.7200            	1.7420             	3.1383             	2.6106             	0.5550             	59.9800            	0.0000             	0.0000             	0.0000             
11                 	2021-02-08 20:27:24	212.9000           	14.7100            	1.7380             	3.1318             	2.6072             	0.5540             	59.9800            	0.0000             	0.0000             	0.0000             
12                 	2021-02-08 20:27:25	213.0000           	14.6500            	1.7330             	3.1204             	2.5978             	0.5540             	59.9800            	0.0000             	0.0000             	0.0000             
13                 	2021-02-08 20:27:26	213.0000           	14.7400            	1.7480             	3.1396             	2.6096             	0.5560             	59.9800            	0.0000             	0.0000             	0.0000             
14                 	2021-02-08 20:27:27	213.0000           	14.7100            	1.7420             	3.1332             	2.6043             	0.5560             	59.9900            	0.0000             	0.0000             	0.0000             
15                 	2021-02-08 20:27:28	213.3000           	14.7300            	1.7440             	3.1419             	2.6136             	0.5550             	59.9800            	0.0000             	0.0000             	0.0000             
16                 	2021-02-08 20:27:29	213.3000           	14.7200            	1.7470             	3.1398             	2.6097             	0.5560             	59.9900            	0.0000             	0.0000             	0.0000             
17                 	2021-02-08 20:27:30	213.4000           	14.7700            	1.7560             	3.1519             	2.6177             	0.5570             	59.9900            	0.0000             	0.0000             	0.0000             
18                 	2021-02-08 20:27:31	213.4000           	14.8100            	1.7620             	3.1605             	2.6248             	0.5570             	59.9800            	0.0000             	0.0000             	0.0000             
19                 	2021-02-08 20:27:32	213.4000           	23.0200            	2.8340             	4.9125             	4.0157             	0.5760             	59.9900            	0.0000             	0.0000             	0.0000             
20                 	2021-02-08 20:27:33	213.4000           	16.9700            	2.0510             	3.6214             	2.9855             	0.5660             	59.9900            	0.0000             	0.0000             	0.0000             
21                 	2021-02-08 20:27:35	213.3000           	15.6600            	1.8750             	3.3403             	2.7651             	0.5610             	59.9900            	0.0000             	0.0000             	0.0000             
22                 	2021-02-08 20:27:36	213.3000           	15.8600            	1.9010             	3.3829             	2.8004             	0.5610             	59.9900            	0.0000             	0.0000             	0.0000             
