No.                	Time               	Voltage[ V ]       	Current[ mA ]      	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ $ ]          
1                  	2021-02-08 20:40:28	213.4000           	16.6400            	2.0130             	3.5510             	2.9274             	0.5660             	60.0100            	0.0000             	0.0000             	0.0000             
2                  	2021-02-08 20:40:30	213.2000           	16.6700            	2.0160             	3.5540             	2.9275             	0.5670             	60.0100            	0.0000             	0.0000             	0.0000             
3                  	2021-02-08 20:40:31	213.3000           	16.6400            	2.0150             	3.5493             	2.9236             	0.5670             	60.0000            	0.0000             	0.0000             	0.0000             
4                  	2021-02-08 20:40:32	213.2000           	21.8200            	2.6810             	4.6520             	3.8028             	0.5760             	60.0000            	0.0000             	0.0000             	0.0000             
5                  	2021-02-08 20:40:33	213.3000           	18.6300            	2.2480             	3.9738             	3.2787             	0.5650             	60.0100            	0.0000             	0.0000             	0.0000             
6                  	2021-02-08 20:40:34	213.2000           	14.8000            	1.7650             	3.1554             	2.6184             	0.5580             	60.0000            	0.0000             	0.0000             	0.0000             
7                  	2021-02-08 20:40:35	213.3000           	14.7400            	1.7550             	3.1440             	2.6091             	0.5580             	60.0000            	0.0000             	0.0000             	0.0000             
8                  	2021-02-08 20:40:36	213.0000           	14.7400            	1.7560             	3.1396             	2.6054             	0.5580             	60.0000            	0.0000             	0.0000             	0.0000             
9                  	2021-02-08 20:40:38	213.2000           	14.7500            	1.7550             	3.1447             	2.6096             	0.5580             	60.0000            	0.0000             	0.0000             	0.0000             
10                 	2021-02-08 20:40:39	213.1000           	14.7100            	1.7510             	3.1347             	2.6013             	0.5580             	60.0000            	0.0000             	0.0000             	0.0000             
11                 	2021-02-08 20:40:40	213.2000           	14.7700            	1.7540             	3.1490             	2.6153             	0.5570             	59.9900            	0.0000             	0.0000             	0.0000             
12                 	2021-02-08 20:40:41	213.2000           	14.7900            	1.7500             	3.1532             	2.6230             	0.5550             	60.0000            	0.0000             	0.0000             	0.0000             
13                 	2021-02-08 20:40:42	213.1000           	22.4600            	2.7270             	4.7862             	3.9359             	0.5690             	60.0000            	0.0000             	0.0000             	0.0000             
14                 	2021-02-08 20:40:43	213.4000           	23.3200            	2.8660             	4.9765             	4.0715             	0.5750             	60.0000            	0.0000             	0.0000             	0.0000             
15                 	2021-02-08 20:40:44	213.4000           	23.3400            	2.8680             	4.9808             	4.0750             	0.5750             	60.0000            	0.0000             	0.0000             	0.0000             
16                 	2021-02-08 20:40:46	213.5000           	23.3500            	2.8700             	4.9852             	4.0787             	0.5750             	60.0000            	0.0000             	0.0000             	0.0000             
17                 	2021-02-08 20:40:47	213.8000           	23.3200            	2.8750             	4.9858             	4.0757             	0.5760             	60.0100            	0.0000             	0.0000             	0.0000             
18                 	2021-02-08 20:40:48	213.6000           	23.3300            	2.8710             	4.9833             	4.0771             	0.5750             	60.0100            	0.0000             	0.0000             	0.0000             
19                 	2021-02-08 20:40:49	213.6000           	23.3500            	2.8760             	4.9876             	4.0771             	0.5760             	60.0200            	0.0000             	0.0000             	0.0000             
20                 	2021-02-08 20:40:50	213.7000           	23.3900            	2.8890             	4.9984             	4.0824             	0.5770             	60.0300            	0.0000             	0.0000             	0.0000             
21                 	2021-02-08 20:40:51	213.6000           	23.3800            	2.8860             	4.9940             	4.0788             	0.5770             	60.0300            	0.0000             	0.0000             	0.0000             
22                 	2021-02-08 20:40:53	213.6000           	23.3500            	2.8830             	4.9876             	4.0736             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
23                 	2021-02-08 20:40:54	213.7000           	23.3100            	2.8760             	4.9813             	4.0685             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
24                 	2021-02-08 20:40:55	213.6000           	23.3700            	2.8820             	4.9918             	4.0770             	0.5770             	60.0300            	0.0000             	0.0000             	0.0000             
25                 	2021-02-08 20:40:56	213.6000           	23.4100            	2.8890             	5.0004             	4.0840             	0.5770             	60.0300            	0.0000             	0.0000             	0.0000             
26                 	2021-02-08 20:40:57	213.6000           	23.4500            	2.8920             	5.0089             	4.0910             	0.5770             	60.0300            	0.0000             	0.0000             	0.0000             
27                 	2021-02-08 20:40:58	213.5000           	23.4000            	2.8850             	4.9959             	4.0804             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
28                 	2021-02-08 20:40:59	213.5000           	23.3300            	2.8830             	4.9810             	4.0646             	0.5780             	60.0200            	0.0000             	0.0000             	0.0000             
29                 	2021-02-08 20:41:00	213.6000           	23.3600            	2.8880             	4.9897             	4.0718             	0.5780             	60.0200            	0.0000             	0.0000             	0.0000             
30                 	2021-02-08 20:41:01	213.5000           	23.3400            	2.8850             	4.9831             	4.0664             	0.5780             	60.0200            	0.0000             	0.0000             	0.0000             
31                 	2021-02-08 20:41:03	213.6000           	23.4000            	2.8850             	4.9982             	4.0823             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
32                 	2021-02-08 20:41:04	213.7000           	23.3100            	2.8870             	4.9813             	4.0614             	0.5790             	60.0100            	0.0000             	0.0000             	0.0000             
33                 	2021-02-08 20:41:05	213.5000           	23.4100            	2.8900             	4.9980             	4.0786             	0.5780             	60.0100            	0.0000             	0.0000             	0.0000             
34                 	2021-02-08 20:41:06	213.4000           	23.3700            	2.8860             	4.9872             	4.0697             	0.5780             	60.0100            	0.0000             	0.0000             	0.0000             
35                 	2021-02-08 20:41:07	213.6000           	23.4000            	2.8920             	4.9982             	4.0787             	0.5780             	60.0200            	0.0000             	0.0000             	0.0000             
36                 	2021-02-08 20:41:08	213.6000           	23.4300            	2.8900             	5.0046             	4.0875             	0.5770             	60.0100            	0.0000             	0.0000             	0.0000             
37                 	2021-02-08 20:41:09	213.5000           	23.4200            	2.8920             	5.0002             	4.0803             	0.5780             	60.0100            	0.0000             	0.0000             	0.0000             
38                 	2021-02-08 20:41:10	213.7000           	23.4500            	2.8920             	5.0113             	4.0929             	0.5770             	60.0100            	0.0000             	0.0000             	0.0000             
39                 	2021-02-08 20:41:12	213.6000           	23.4900            	2.8890             	5.0175             	4.1051             	0.5750             	60.0100            	0.0000             	0.0000             	0.0000             
40                 	2021-02-08 20:41:13	213.6000           	23.5100            	2.8930             	5.0217             	4.1086             	0.5750             	60.0200            	0.0000             	0.0000             	0.0000             
41                 	2021-02-08 20:41:14	213.7000           	23.5200            	2.8950             	5.0262             	4.1122             	0.5750             	60.0100            	0.0000             	0.0000             	0.0000             
42                 	2021-02-08 20:41:15	213.8000           	23.4700            	2.8920             	5.0179             	4.1019             	0.5760             	60.0400            	0.0000             	0.0000             	0.0000             
43                 	2021-02-08 20:41:16	213.9000           	22.2400            	2.7700             	4.7571             	3.8718             	0.5810             	60.0200            	0.0000             	0.0000             	0.0000             
44                 	2021-02-08 20:41:17	214.0000           	23.3900            	2.8950             	5.0055             	4.0846             	0.5780             	60.0200            	0.0000             	0.0000             	0.0000             
45                 	2021-02-08 20:41:19	214.0000           	23.4300            	2.8910             	5.0140             	4.0987             	0.5760             	60.0300            	0.0000             	0.0000             	0.0000             
46                 	2021-02-08 20:41:20	214.0000           	23.3600            	2.9000             	4.9990             	4.0759             	0.5790             	60.0200            	0.0000             	0.0000             	0.0000             
47                 	2021-02-08 20:41:21	213.9000           	23.5500            	2.9080             	5.0373             	4.1142             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
48                 	2021-02-08 20:41:22	214.1000           	23.5000            	2.8990             	5.0313             	4.1129             	0.5760             	60.0200            	0.0000             	0.0000             	0.0000             
49                 	2021-02-08 20:41:23	214.0000           	23.5000            	2.9000             	5.0290             	4.1110             	0.5760             	60.0100            	0.0000             	0.0000             	0.0000             
50                 	2021-02-08 20:41:24	214.0000           	23.6000            	2.9070             	5.0504             	4.1320             	0.5750             	60.0100            	0.0000             	0.0000             	0.0000             
51                 	2021-02-08 20:41:25	214.0000           	23.6000            	2.9000             	5.0504             	4.1355             	0.5740             	60.0100            	0.0000             	0.0000             	0.0000             
52                 	2021-02-08 20:41:26	214.0000           	23.7400            	2.8980             	5.0804             	4.1743             	0.5700             	60.0100            	0.0000             	0.0000             	0.0000             
