No.                	Time               	Voltage[ V ]       	Current[ mA ]      	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ $ ]          
1                  	2021-02-08 21:05:57	215.2000           	16.2900            	2.0250             	3.5056             	2.8632             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
2                  	2021-02-08 21:05:58	215.1000           	16.1400            	2.0230             	3.4717             	2.8232             	0.5820             	60.0300            	0.0000             	0.0000             	0.0000             
3                  	2021-02-08 21:06:00	215.1000           	16.1500            	2.0230             	3.4739             	2.8249             	0.5820             	60.0300            	0.0000             	0.0000             	0.0000             
4                  	2021-02-08 21:06:01	215.1000           	19.9200            	2.5050             	4.2848             	3.4782             	0.5840             	60.0300            	0.0000             	0.0000             	0.0000             
5                  	2021-02-08 21:06:02	215.0000           	19.7900            	2.4890             	4.2548             	3.4539             	0.5840             	60.0300            	0.0000             	0.0000             	0.0000             
6                  	2021-02-08 21:06:03	215.1000           	14.4900            	1.7980             	3.1168             	2.5478             	0.5760             	60.0300            	0.0000             	0.0000             	0.0000             
7                  	2021-02-08 21:06:04	215.1000           	14.2900            	1.7670             	3.0738             	2.5170             	0.5740             	60.0300            	0.0000             	0.0000             	0.0000             
8                  	2021-02-08 21:06:05	215.1000           	14.2200            	1.7590             	3.0587             	2.5047             	0.5740             	60.0300            	0.0000             	0.0000             	0.0000             
9                  	2021-02-08 21:06:06	215.2000           	14.3300            	1.7660             	3.0838             	2.5295             	0.5720             	60.0300            	0.0000             	0.0000             	0.0000             
10                 	2021-02-08 21:06:07	215.3000           	14.3500            	1.7740             	3.0896             	2.5321             	0.5730             	60.0300            	0.0000             	0.0000             	0.0000             
11                 	2021-02-08 21:06:08	215.2000           	14.3200            	1.7610             	3.0817             	2.5299             	0.5710             	60.0300            	0.0000             	0.0000             	0.0000             
12                 	2021-02-08 21:06:10	215.2000           	14.3000            	1.7580             	3.0774             	2.5264             	0.5710             	60.0400            	0.0000             	0.0000             	0.0000             
13                 	2021-02-08 21:06:11	215.3000           	14.3400            	1.7610             	3.0874             	2.5367             	0.5700             	60.0300            	0.0000             	0.0000             	0.0000             
14                 	2021-02-08 21:06:12	215.2000           	22.7400            	2.8670             	4.8936             	3.9689             	0.5850             	60.0300            	0.0000             	0.0000             	0.0000             
15                 	2021-02-08 21:06:13	215.1000           	22.6700            	2.8700             	4.8763             	3.9443             	0.5880             	60.0400            	0.0000             	0.0000             	0.0000             
16                 	2021-02-08 21:06:14	215.0000           	22.8100            	2.8740             	4.9042             	3.9739             	0.5860             	60.0300            	0.0000             	0.0000             	0.0000             
17                 	2021-02-08 21:06:15	215.0000           	22.7700            	2.8780             	4.8956             	3.9634             	0.5870             	60.0300            	0.0000             	0.0000             	0.0000             
18                 	2021-02-08 21:06:16	215.0000           	21.7500            	2.7540             	4.6762             	3.7824             	0.5880             	60.0300            	0.0000             	0.0000             	0.0000             
19                 	2021-02-08 21:06:17	214.9000           	22.8500            	2.8840             	4.9105             	3.9790             	0.5860             	60.0300            	0.0000             	0.0000             	0.0000             
20                 	2021-02-08 21:06:18	215.1000           	22.8200            	2.8800             	4.9086             	3.9704             	0.5880             	60.0300            	0.0000             	0.0000             	0.0000             
21                 	2021-02-08 21:06:20	214.9000           	22.8400            	2.8810             	4.9083             	3.9773             	0.5860             	60.0300            	0.0000             	0.0000             	0.0000             
22                 	2021-02-08 21:06:21	215.0000           	22.8500            	2.8840             	4.9128             	3.9809             	0.5860             	60.0300            	0.0000             	0.0000             	0.0000             
23                 	2021-02-08 21:06:22	215.1000           	22.8600            	2.8890             	4.9172             	3.9809             	0.5870             	60.0200            	0.0000             	0.0000             	0.0000             
