No.                	Time               	Voltage[ V ]       	Current[ mA ]      	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ $ ]          
1                  	2021-02-08 19:56:00	217.6000           	18.8500            	2.3650             	4.1018             	3.3530             	0.5760             	59.9900            	0.0000             	0.0000             	0.0000             
2                  	2021-02-08 19:56:01	217.5000           	18.8800            	2.3660             	4.1064             	3.3597             	0.5750             	59.9900            	0.0000             	0.0000             	0.0000             
3                  	2021-02-08 19:56:02	217.5000           	18.9600            	2.3680             	4.1238             	3.3768             	0.5740             	59.9900            	0.0000             	0.0000             	0.0000             
4                  	2021-02-08 19:56:04	217.7000           	18.0300            	2.2410             	3.9251             	3.2251             	0.5700             	59.9800            	0.0000             	0.0000             	0.0000             
5                  	2021-02-08 19:56:05	217.8000           	18.0700            	2.2420             	3.9356             	3.2364             	0.5690             	59.9900            	0.0000             	0.0000             	0.0000             
6                  	2021-02-08 19:56:06	217.9000           	24.8100            	3.1290             	5.4061             	4.4116             	0.5780             	59.9800            	0.0000             	0.0000             	0.0000             
7                  	2021-02-08 19:56:07	217.9000           	18.5400            	2.3080             	4.0399             	3.3165             	0.5710             	59.9900            	0.0000             	0.0000             	0.0000             
8                  	2021-02-08 19:56:08	218.0000           	17.1200            	2.1170             	3.7322             	3.0742             	0.5670             	59.9900            	0.0000             	0.0000             	0.0000             
9                  	2021-02-08 19:56:09	217.8000           	17.1500            	2.1240             	3.7353             	3.0742             	0.5680             	59.9900            	0.0000             	0.0000             	0.0000             
10                 	2021-02-08 19:56:10	217.9000           	17.1500            	2.1180             	3.7370             	3.0808             	0.5660             	60.0000            	0.0000             	0.0000             	0.0000             
11                 	2021-02-08 19:56:11	217.8000           	17.0800            	2.1200             	3.7200             	3.0591             	0.5690             	60.0100            	0.0000             	0.0000             	0.0000             
12                 	2021-02-08 19:56:12	217.8000           	17.0600            	2.1120             	3.7157             	3.0581             	0.5680             	60.0100            	0.0000             	0.0000             	0.0000             
13                 	2021-02-08 19:56:14	217.9000           	17.0900            	2.1170             	3.7239             	3.0649             	0.5680             	60.0100            	0.0000             	0.0000             	0.0000             
14                 	2021-02-08 19:56:15	217.9000           	17.0300            	2.1130             	3.7108             	3.0516             	0.5690             	60.0400            	0.0000             	0.0000             	0.0000             
15                 	2021-02-08 19:56:16	218.0000           	23.4500            	2.9820             	5.1121             	4.1534             	0.5830             	60.0400            	0.0000             	0.0000             	0.0000             
16                 	2021-02-08 19:56:17	217.8000           	17.0600            	2.1190             	3.7157             	3.0555             	0.5690             	60.0200            	0.0000             	0.0000             	0.0000             
17                 	2021-02-08 19:56:18	218.0000           	17.1500            	2.1290             	3.7387             	3.0745             	0.5690             	60.0200            	0.0000             	0.0000             	0.0000             
18                 	2021-02-08 19:56:19	218.1000           	17.1000            	2.1160             	3.7295             	3.0721             	0.5670             	60.0200            	0.0000             	0.0000             	0.0000             
19                 	2021-02-08 19:56:20	218.0000           	24.4700            	3.0790             	5.3345             	4.3569             	0.5770             	60.0200            	0.0000             	0.0000             	0.0000             
20                 	2021-02-08 19:56:21	218.0000           	24.4400            	3.0830             	5.3279             	4.3478             	0.5780             	60.0200            	0.0000             	0.0000             	0.0000             
21                 	2021-02-08 19:56:22	217.9000           	24.5000            	3.0850             	5.3386             	4.3602             	0.5770             	60.0000            	0.0000             	0.0000             	0.0000             
22                 	2021-02-08 19:56:24	218.1000           	24.4900            	3.0850             	5.3413             	4.3625             	0.5770             	60.0000            	0.0000             	0.0000             	0.0000             
23                 	2021-02-08 19:56:25	218.0000           	24.5600            	3.0900             	5.3541             	4.3767             	0.5760             	60.0000            	0.0000             	0.0000             	0.0000             
24                 	2021-02-08 19:56:26	218.1000           	24.6300            	3.0870             	5.3718             	4.3987             	0.5740             	60.0000            	0.0000             	0.0000             	0.0000             
25                 	2021-02-08 19:56:27	218.0000           	24.7300            	3.0920             	5.3911             	4.4183             	0.5730             	60.0100            	0.0000             	0.0000             	0.0000             
26                 	2021-02-08 19:56:28	218.1000           	24.6300            	3.0940             	5.3718             	4.3950             	0.5750             	60.0100            	0.0000             	0.0000             	0.0000             
27                 	2021-02-08 19:56:29	218.0000           	24.4200            	3.0850             	5.3236             	4.3404             	0.5790             	60.0100            	0.0000             	0.0000             	0.0000             
28                 	2021-02-08 19:56:30	218.0000           	24.5000            	3.0960             	5.3410             	4.3547             	0.5790             	60.0100            	0.0000             	0.0000             	0.0000             
29                 	2021-02-08 19:56:31	218.1000           	24.4700            	3.0900             	5.3369             	4.3551             	0.5780             	60.0100            	0.0000             	0.0000             	0.0000             
30                 	2021-02-08 19:56:33	218.0000           	24.4600            	3.0940             	5.3323             	4.3476             	0.5790             	60.0100            	0.0000             	0.0000             	0.0000             
31                 	2021-02-08 19:56:34	218.1000           	24.4400            	3.0930             	5.3304             	4.3422             	0.5800             	60.0100            	0.0000             	0.0000             	0.0000             
32                 	2021-02-08 19:56:35	218.0000           	24.3000            	3.0930             	5.2974             	4.3040             	0.5830             	60.0100            	0.0000             	0.0000             	0.0000             
