No.                	Time               	Voltage[ V ]       	Current[ mA ]      	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ $ ]          
1                  	2021-02-08 19:48:04	214.3000           	18.9500            	2.3540             	4.0610             	3.3110             	0.5790             	59.9900            	0.0000             	0.0000             	0.0000             
2                  	2021-02-08 19:48:06	214.3000           	18.9700            	2.3540             	4.0653             	3.3174             	0.5780             	60.0000            	0.0000             	0.0000             	0.0000             
3                  	2021-02-08 19:48:07	214.4000           	18.9400            	2.3570             	4.0607             	3.3079             	0.5800             	60.0000            	0.0000             	0.0000             	0.0000             
4                  	2021-02-08 19:48:08	214.5000           	18.9300            	2.3570             	4.0605             	3.3077             	0.5800             	60.0000            	0.0000             	0.0000             	0.0000             
5                  	2021-02-08 19:48:09	214.3000           	18.9400            	2.3550             	4.0588             	3.3093             	0.5790             	60.0000            	0.0000             	0.0000             	0.0000             
6                  	2021-02-08 19:48:10	214.4000           	18.9300            	2.3550             	4.0586             	3.3062             	0.5800             	60.0000            	0.0000             	0.0000             	0.0000             
7                  	2021-02-08 19:48:11	214.4000           	18.8700            	2.3460             	4.0457             	3.2986             	0.5790             	60.0000            	0.0000             	0.0000             	0.0000             
8                  	2021-02-08 19:48:12	214.1000           	18.8700            	2.3510             	4.0401             	3.2882             	0.5810             	60.0000            	0.0000             	0.0000             	0.0000             
9                  	2021-02-08 19:48:13	214.2000           	18.9000            	2.3530             	4.0484             	3.2950             	0.5810             	60.0000            	0.0000             	0.0000             	0.0000             
10                 	2021-02-08 19:48:15	214.1000           	17.9200            	2.2250             	3.8367             	3.1281             	0.5790             	60.0000            	0.0000             	0.0000             	0.0000             
11                 	2021-02-08 19:48:16	214.2000           	25.3100            	3.1100             	5.4214             	4.4431             	0.5730             	60.0000            	0.0000             	0.0000             	0.0000             
12                 	2021-02-08 19:48:17	214.2000           	24.1600            	2.9780             	5.1751             	4.2340             	0.5750             	60.0000            	0.0000             	0.0000             	0.0000             
13                 	2021-02-08 19:48:18	214.0000           	18.2500            	2.2690             	3.9055             	3.1815             	0.5800             	60.0000            	0.0000             	0.0000             	0.0000             
14                 	2021-02-08 19:48:19	214.1000           	16.9800            	2.1080             	3.6354             	2.9641             	0.5790             	60.0000            	0.0000             	0.0000             	0.0000             
15                 	2021-02-08 19:48:20	214.4000           	16.9700            	2.1110             	3.6384             	2.9639             	0.5800             	60.0000            	0.0000             	0.0000             	0.0000             
16                 	2021-02-08 19:48:21	214.4000           	16.9800            	2.1100             	3.6405             	2.9682             	0.5790             	59.9900            	0.0000             	0.0000             	0.0000             
17                 	2021-02-08 19:48:22	214.4000           	17.0000            	2.1110             	3.6448             	2.9743             	0.5780             	59.9900            	0.0000             	0.0000             	0.0000             
18                 	2021-02-08 19:48:23	214.5000           	17.1000            	2.1210             	3.6680             	2.9932             	0.5780             	60.0000            	0.0000             	0.0000             	0.0000             
19                 	2021-02-08 19:48:24	214.5000           	17.0400            	2.1090             	3.6551             	2.9878             	0.5760             	60.0000            	0.0000             	0.0000             	0.0000             
20                 	2021-02-08 19:48:26	214.5000           	17.0100            	2.1070             	3.6486             	2.9800             	0.5770             	60.0000            	0.0000             	0.0000             	0.0000             
21                 	2021-02-08 19:48:27	214.5000           	16.9900            	2.1060             	3.6444             	2.9765             	0.5770             	59.9900            	0.0000             	0.0000             	0.0000             
22                 	2021-02-08 19:48:28	214.6000           	17.6700            	2.1910             	3.7920             	3.0971             	0.5770             	59.9900            	0.0000             	0.0000             	0.0000             
23                 	2021-02-08 19:48:29	214.6000           	16.9600            	2.1020             	3.6396             	2.9726             	0.5770             	59.9900            	0.0000             	0.0000             	0.0000             
24                 	2021-02-08 19:48:30	214.5000           	19.1400            	2.3600             	4.1055             	3.3618             	0.5740             	60.0000            	0.0000             	0.0000             	0.0000             
25                 	2021-02-08 19:48:31	214.5000           	24.9700            	3.0700             	5.3561             	4.3933             	0.5720             	59.9900            	0.0000             	0.0000             	0.0000             
26                 	2021-02-08 19:48:32	214.6000           	25.0900            	3.0830             	5.3843             	4.4165             	0.5720             	59.9900            	0.0000             	0.0000             	0.0000             
27                 	2021-02-08 19:48:33	214.6000           	25.0400            	3.0790             	5.3736             	4.4077             	0.5720             	59.9800            	0.0000             	0.0000             	0.0000             
28                 	2021-02-08 19:48:35	214.6000           	24.9400            	3.0710             	5.3521             	4.3864             	0.5730             	59.9800            	0.0000             	0.0000             	0.0000             
