No.                	Time               	Voltage[ V ]       	Current[ mA ]      	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ $ ]          
1                  	2021-02-08 19:33:14	215.5000           	19.3400            	2.3450             	4.1678             	3.4473             	0.5620             	59.9700            	0.0000             	0.0000             	0.0000             
2                  	2021-02-08 19:33:15	215.6000           	19.3800            	2.3560             	4.1783             	3.4532             	0.5630             	59.9800            	0.0000             	0.0000             	0.0000             
3                  	2021-02-08 19:33:16	215.7000           	20.6000            	2.5020             	4.4434             	3.6753             	0.5620             	59.9800            	0.0000             	0.0000             	0.0000             
4                  	2021-02-08 19:33:17	215.7000           	19.3500            	2.3520             	4.1738             	3.4495             	0.5630             	59.9900            	0.0000             	0.0000             	0.0000             
5                  	2021-02-08 19:33:18	215.8000           	19.2500            	2.3550             	4.1542             	3.4247             	0.5660             	59.9900            	0.0000             	0.0000             	0.0000             
6                  	2021-02-08 19:33:19	215.9000           	19.2600            	2.3530             	4.1582             	3.4309             	0.5650             	59.9900            	0.0000             	0.0000             	0.0000             
7                  	2021-02-08 19:33:21	215.8000           	18.3800            	2.2360             	3.9664             	3.2781             	0.5630             	59.9900            	0.0000             	0.0000             	0.0000             
8                  	2021-02-08 19:33:22	215.9000           	18.4100            	2.2350             	3.9747             	3.2876             	0.5620             	59.9900            	0.0000             	0.0000             	0.0000             
9                  	2021-02-08 19:33:23	215.9000           	18.3700            	2.2310             	3.9661             	3.2805             	0.5620             	59.9900            	0.0000             	0.0000             	0.0000             
10                 	2021-02-08 19:33:24	216.0000           	25.4900            	3.1040             	5.5058             	4.5503             	0.5630             	59.9900            	0.0000             	0.0000             	0.0000             
11                 	2021-02-08 19:33:25	216.0000           	19.2600            	2.3390             	4.1602             	3.4410             	0.5620             	59.9900            	0.0000             	0.0000             	0.0000             
12                 	2021-02-08 19:33:26	215.7000           	17.3400            	2.1100             	3.7402             	3.0911             	0.5630             	59.9900            	0.0000             	0.0000             	0.0000             
13                 	2021-02-08 19:33:27	215.6000           	17.4300            	2.1110             	3.7579             	3.1109             	0.5610             	59.9900            	0.0000             	0.0000             	0.0000             
14                 	2021-02-08 19:33:28	215.6000           	17.4500            	2.1160             	3.7622             	3.1119             	0.5620             	59.9900            	0.0000             	0.0000             	0.0000             
15                 	2021-02-08 19:33:29	215.5000           	17.4000            	2.1100             	3.7497             	3.1015             	0.5620             	60.0000            	0.0000             	0.0000             	0.0000             
16                 	2021-02-08 19:33:31	215.5000           	17.4100            	2.1150             	3.7519             	3.1007             	0.5630             	60.0000            	0.0000             	0.0000             	0.0000             
17                 	2021-02-08 19:33:32	215.6000           	17.3800            	2.1130             	3.7471             	3.0968             	0.5630             	59.9900            	0.0000             	0.0000             	0.0000             
18                 	2021-02-08 19:33:33	215.5000           	17.3300            	2.1110             	3.7346             	3.0814             	0.5650             	60.0000            	0.0000             	0.0000             	0.0000             
19                 	2021-02-08 19:33:34	215.8000           	19.6700            	2.4020             	4.2448             	3.5023             	0.5650             	60.0000            	0.0000             	0.0000             	0.0000             
20                 	2021-02-08 19:33:35	215.7000           	17.4700            	2.1390             	3.7683             	3.1040             	0.5670             	60.0000            	0.0000             	0.0000             	0.0000             
21                 	2021-02-08 19:33:36	215.8000           	17.2900            	2.1140             	3.7312             	3.0760             	0.5660             	60.0100            	0.0000             	0.0000             	0.0000             
22                 	2021-02-08 19:33:37	215.6000           	23.0100            	2.8030             	4.9610             	4.0966             	0.5640             	60.0100            	0.0000             	0.0000             	0.0000             
23                 	2021-02-08 19:33:39	215.5000           	25.1300            	3.0710             	5.4155             	4.4609             	0.5670             	60.0100            	0.0000             	0.0000             	0.0000             
24                 	2021-02-08 19:33:40	215.5000           	25.1700            	3.0690             	5.4241             	4.4754             	0.5650             	60.0100            	0.0000             	0.0000             	0.0000             
25                 	2021-02-08 19:33:41	215.5000           	25.0500            	3.0660             	5.3983             	4.4429             	0.5680             	60.0100            	0.0000             	0.0000             	0.0000             
26                 	2021-02-08 19:33:42	215.6000           	25.1900            	3.0720             	5.4310             	4.4810             	0.5650             	60.0100            	0.0000             	0.0000             	0.0000             
27                 	2021-02-08 19:33:43	215.7000           	25.1400            	3.0760             	5.4227             	4.4668             	0.5670             	60.0100            	0.0000             	0.0000             	0.0000             
28                 	2021-02-08 19:33:44	215.7000           	25.1200            	3.0750             	5.4184             	4.4632             	0.5670             	60.0200            	0.0000             	0.0000             	0.0000             
29                 	2021-02-08 19:33:45	215.6000           	25.0900            	3.0730             	5.4094             	4.4558             	0.5670             	60.0200            	0.0000             	0.0000             	0.0000             
30                 	2021-02-08 19:33:46	215.6000           	25.1800            	3.0830             	5.4288             	4.4718             	0.5670             	60.0200            	0.0000             	0.0000             	0.0000             
31                 	2021-02-08 19:33:47	215.6000           	25.4000            	3.0780             	5.4762             	4.5333             	0.5610             	60.0200            	0.0000             	0.0000             	0.0000             
32                 	2021-02-08 19:33:49	215.5000           	25.3500            	3.0750             	5.4629             	4.5186             	0.5620             	60.0200            	0.0000             	0.0000             	0.0000             
33                 	2021-02-08 19:33:50	215.7000           	25.3400            	3.0820             	5.4658             	4.5173             	0.5630             	60.0200            	0.0000             	0.0000             	0.0000             
34                 	2021-02-08 19:33:51	215.6000           	25.2900            	3.0860             	5.4525             	4.4988             	0.5650             	60.0200            	0.0000             	0.0000             	0.0000             
